author,text,likes,clean_text,sentiment
@Rajat-o8z,sir kal mera c++ ka practical hai and even tho mai commerce background se hu I opted this course ye sochke ki kuch extra skill sikhne milegi [DU- ba prog (acc+finance and computer application)] and I was finding it difficult to start with c++ but trust me aaj ye video dekh ke laga c++ is not that hard AT ALL. i hope kal ka practical acha jaye...Thankyou so much sir❤,0,sir kal mera c ka practical hai even tho mai commerce background se hu opted course ye sochke ki kuch extra skill sikhne milegi du ba prog accfinance computer application finding difficult start c trust aaj ye video dekh ke laga c hard hope kal ka practical good jayethankyou much sir redheart,Positive
@tanugupta9672,sir aap mismatch ke rishi jase dikte hai,1,sir aap mismatch ke rishi jase dikte hai,Neutral
@exampractice-c5u,maza aa gaya,0,fun aa gaya,Neutral
@exampractice-c5u,"Assalam o Alaikum Sir, if we need to determine whether it will go from left to right or right to left, do we have to check the table every time? Is there an easier method to remember this?",0,assalam alaikum sir need determine whether go left right right left check table every time easier method remember,Neutral
@aceliongaming,who is watching in 2025,1,watching,Neutral
@aceliongaming,best c++ explanation,1,best c explanation,Neutral
@DipSaha-z5l,Sab samaj aa geya maja aa geya ❤,1,sab samaj aa geya maja aa geya redheart,Neutral
@sheeladevimaurya8742,thak you sir for this easy to understand lecture💥,1,thak sir easy understand lecture collision,Neutral
@AyushKumarp4723,"[1].I have seen this lecture today.I have completely understood all the concepts you explained in class. Your teaching method was very simple and effective, which made me understand everything easily. I am very grateful to you for your guidance and hard work. Your student, [Ayush ]...🫡❤️😊
3rd DECEMBER 2024...",1,seen lecture todayi completely understood concepts explained class teaching method simple effective made understand everything easily grateful guidance hard work student ayush salutingface redheart smilingfacewithsmilingeyes rd december,Positive
@talksbreak,Maja aagya bhai ❤❤,0,maja aagya bhai redheart redheart,Neutral
@NavneetPatel-o7e,Kahane ki bat nahi hai sir sach me maja aa gaya,0,kahane ki bat nahi hai sir sach maja aa gaya,Neutral
@ananyasharma5345,Can anybody provide timestamps please??,1,anybody provide timestamps please,Neutral
@itsinfinity163,I am industrial and production engineering student.     We also have c++ with oop i am watching this video 1 day before my exam,1,industrial production engineering student also c oop watching video day exam,Neutral
@Pravin502,This same code is use in Turbo C++ Complier or not,0,code use turbo c complier,Neutral
@DishaChakraborty-ef3sv,Thank you so much sir for great explanation ❤ you helped me a lot❤,0,thank much sir great explanation redheart helped lot redheart,Positive
@DREAMIIT-k8x,Use 1.5x speed for better understanding 😂😂,1,use x speed better understanding facewithtearsofjoy facewithtearsofjoy,Positive
@vishalsharma903,loops kidhr hai?,0,loops kidhr hai,Neutral
@lightoflearning8586,Raghav garg sir please ap collection framework padhaiye pls sir pls pls pls pls pls,0,raghav garg sir please ap collection framework padhaiye pls sir pls pls pls pls pls,Neutral
@lightoflearning8586,Raghav garg sir please ap collection framework padhaiye,0,raghav garg sir please ap collection framework padhaiye,Neutral
@lightoflearning8586,Raghav garg sir please ap collection framework padhaiye,0,raghav garg sir please ap collection framework padhaiye,Neutral
@RamisaAjmal,Finally lecture ma sab Kuch smjh a gya ha after all four days bhi lagai Hein itni lambi video k lie,0,finally lecture sab kuch smjh gya ha four days bhi lagai hein itni lambi video k lie,Neutral
@sania_khurshid,Is this lecture sufficient for class 12th cs?,0,lecture sufficient class th cs,Neutral
@omkarz2507,52:35,0,nan,Neutral
@khayyammajid6659,nice leacture sir great teaching skills,0,nice leacture sir great teaching skills,Positive
@RolandShytie,36665 Prosacco Lodge,0,prosacco lodge,Neutral
@SakshisinghIITR,3:46:25,0,nan,Neutral
@SakshisinghIITR,50:41 note,1,note,Neutral
@h.kofficial991,All concepts are clear 🎉,0,concepts clear partypopper,Neutral
@himadmry3950,2:44:58,0,nan,Neutral
@itsme-s7y5p,Everything happened smoothly but I can't run assignment operators 😢some one plz help,0,everything happened smoothly cant run assignment operators cryingface one plz help,Negative
@RAVIRANJAN-hj4yb,"Very easy method , thanks",0,easy method thanks,Positive
@Naveedwazir1007,Super job sir,0,super job sir,Positive
@MAKHDOOM847,Maza agaya sir smgh a gaye ❤,0,fun agaya sir smgh gaye redheart,Neutral
@RohitAgarwalla-rx1jq,PW>>>>>>,0,pw,Neutral
@dhirajbhattacharya8154,Thanks sir,1,thanks sir,Positive
@harshkhare8695,Raghav sir is best he makes very simple coding really,1,raghav sir best makes simple coding really,Positive
@ShivamPandey-mt4dj,why not it take input in leetcode?,1,take input leetcode,Neutral
@opketan477,loop kaha hai?,0,loop kaha hai,Neutral
@opketan477,"The answer of last question of the video should be this
((1 != 2) < 5 ? 20 : 30) is then evaluated.
1 != 2 is true (1), and 1 < 5 is true.
Therefore, x is assigned the value 20.",0,answer last question video evaluated true true therefore x assigned value,Neutral
@shinchan432,Me c++ ki hi vedio dekh ragi hu na 😳.... kyuki ye sab c jesa feel ho raha he.......😅 by the way this really was a good season. Its my first time learning c++ language. And till now im very comfortable and enjoying it.❤❤❤❤,0,c ki hi vedio dekh ragi hu na flushedface kyuki ye sab c jesa feel ho raha grinningfacewithsweat way really good season first time learning c language till im comfortable enjoying redheart redheart redheart redheart,Positive
@mohammedshakeeb3264,I'm seeing this video 1 say before c++ exam... And I'm feeling positive now...,1,im seeing video say c exam im feeling positive,Positive
@sonakshitripathi30,it was an amazing with you sir you made every concepts so easy thankyou so much for making this great video.,1,amazing sir made every concepts easy thankyou much making great video,Positive
@ShivamGupta-qr1ux,"Cout<< ""like video"";",0,cout like video,Neutral
@prameelarane3993,Simple way of teaching thank you,0,simple way teaching thank,Positive
@programmervasu,"completed whole series 
3 days date : 16 - 05 - 2024
guys we can learn whole c++ in this channel 
just keep your mind .
radhe radhe thank you raghav sir for this wonderful lecture 
next to your 12 hour c++ video 
tq",1,completed whole series days date guys learn whole c channel keep mind radhe radhe thank raghav sir wonderful lecture next hour c video tq,Positive
@meenuverma4092,Bahut achaa padhaya hai sir apne ek hi baar mai sb smjh aagya ❤❤❤❤😊😊😊😊😊 Thank you sir,0,achaa padhaya hai sir apne ek hi baar mai sb smjh aagya redheart redheart redheart redheart smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes thank sir,Positive
@zunairsyed5018,One of the best course for C++,1,one best course c,Positive
@KrishaPatel-kv9kq,Sir oops bhi karvado,0,sir oops bhi karvado,Neutral
@JackSparrow-im9be,❤,0,redheart,Neutral
@Sw-zf4ov,Starting me bina return 0 ke code run kaise ho raha hai? 🥲,0,starting bina return ke code run kaise ho raha hai smilingfacewithtear,Neutral
@syedatifshah8020,"sir please ye bata dein ke app video banane ke liye kon sa screen editor use kar rye hain, jis se app pen se kaam kar rye hain screen pe",0,sir please ye bata dein ke app video banane ke liye kon sa screen editor use kar rye hain jis se app pen se kaam kar rye hain screen pe,Neutral
@uvtalward8297,"My ts 51:42
1:55:29",0,ts,Neutral
@VishalGupta-cx5yz,Maza aa gya,0,fun aa gya,Neutral
@krishnadhrua1755,Thank you sir,0,thank sir,Positive
@PurviDeulkar-ef7ix,Sir Oops Ka concept to nhi pdhaya Apne......😐,0,sir oops ka concept nhi pdhaya apne neutralface,Neutral
@Heresrish_ty,"Thank you very much sir ❤
You had explained very very very well",0,thank much sir redheart explained well,Positive
@TechTalksWithAish,Excellent sir... I searched the whole youtube lectures but i couldnt find anything understanding like your class...🙏❤,1,excellent sir searched whole youtube lectures couldnt find anything understanding like class foldedhands redheart,Positive
@lovedietfood,1:41:00,0,nan,Neutral
@lovedietfood,1:30:00,0,nan,Neutral
@lovedietfood,1:00:00,0,nan,Neutral
@lovedietfood,30:11,2,nan,Neutral
@rahulvishwakarma3939,👏🏻👏🏻💫💫🥳🥳,1,clappinghandslightskintone clappinghandslightskintone dizzy dizzy partyingface partyingface,Neutral
@BhavikPrajapati2602,Excellent sir..,2,excellent sir,Positive
@ShristiThakur-c7m,Really sir.........such a amazing lecture 👏👏,0,really sirsuch amazing lecture clappinghands clappinghands,Positive
@sakshi_gunsola,Thanku sir apki samnjane se sb smj aa jata h ❤,0,thanku sir apki samnjane se sb smj aa jata h redheart,Neutral
@AmandeepKaur-p6x,sab kuch samj me aa gya sir...aap bhut acha padhate ho...best teacher ever😍😍💓❤,11,sab kuch samj aa gya siraap bhut good padhate hobest teacher ever smilingfacewithhearteyes smilingfacewithhearteyes beatingheart redheart,Positive
@kKrishna-,mja aa gya,0,mja aa gya,Neutral
@siddharthkumar1976,MAZZA AAYAAAA SAB KUCH SAMJH AA GAYA MAST BANDE HO AAP,5,mazza aayaaaa sab kuch samjh aa gaya awesome bande ho aap,Positive
@WaqasGul-sb5nq,Compiler konsa hy brother,0,compiler konsa hy brother,Neutral
@peww7,"PW SKILLS OFFER

9000RS OFF on PW Skills Courses

For 15000₹ Course:

Coupon1: CPCA0338MUZ15

For Decode Batches:

Coupon2: CPCA0338

For Job Assurance Batch:

Coupon3: CPCA0338MUZ",1,pw skills offer rs pw skills courses course coupon cpcamuz decode batches coupon cpca job assurance batch coupon cpcamuz,Neutral
@Gurpreet11g,Sir please aal object oriented programming ki vdio bhi upload krdoo..,2,sir please aal object oriented programming ki vdio bhi upload krdoo,Neutral
@mkyhbz1802,"Honored sir, 

In different websit or application , 

We have to put different passward to sign up    

Or put gmail and it's passward  [that is use to check email ]


Hope you will reply .",4,honored sir different websit application put different passward sign put gmail passward use check email hope reply,Neutral
@MohammadirfanSheikh-px5eq,not included loops and oops concept rest is good,0,included loops oops concept rest good,Positive
@sairaj2053,how to get notes of this lecture,0,get notes lecture,Neutral
@AmanpreetKaur-su1ne,Great teacher,0,great teacher,Positive
@AmanpreetKaur-su1ne,Thanku sir bhut vdia smjaya apne,0,thanku sir bhut vdia smjaya apne,Neutral
@priyanshupatel6520,very nice class sab samajh me aa raha tha,0,nice class sab understand aa raha tha,Neutral
@rrtwiifewtuvndsxjkp,"Is this one shot enough for learning DSA?
I don't know anything about coding.",0,one shot enough learning dsa dont know anything coding,Negative
@rrtwiifewtuvndsxjkp,yaar koi timeline dedo full lecture ki,0,yaar koi timeline dedo full lecture ki,Neutral
@Abhishek-qx9zg,Maja a gaya ❤❤,0,maja gaya redheart redheart,Neutral
@72_hoors_supplier,2:47:05,0,nan,Neutral
@72_hoors_supplier,2:40:52 char data type ✅,0,char data type checkmarkbutton,Neutral
@72_hoors_supplier,2:24:40 Hierarchy of operators ✅,1,hierarchy operators checkmarkbutton,Neutral
@72_hoors_supplier,2:19:32 relational operators ✅,2,relational operators checkmarkbutton,Neutral
@72_hoors_supplier,2:15:55  assignment operators ✅,0,assignment operators checkmarkbutton,Neutral
@72_hoors_supplier,2:15:55  Operator's ✅,0,operators checkmarkbutton,Neutral
@72_hoors_supplier,1:23:51,0,nan,Neutral
@JaaAllHaque,i button nehi aya😥,1,button nehi aya sadbutrelievedface,Neutral
@amansahu155,Thank you Raghav sir❤❤😊,0,thank raghav sir redheart redheart smilingfacewithsmilingeyes,Positive
@amansahu155,Thank you Raghav sir❤❤😊,0,thank raghav sir redheart redheart smilingfacewithsmilingeyes,Positive
@amansahu155,Thank you Raghav sir❤❤😊,0,thank raghav sir redheart redheart smilingfacewithsmilingeyes,Positive
@amansahu155,Thank you Raghav sir❤❤😊,1,thank raghav sir redheart redheart smilingfacewithsmilingeyes,Positive
@nikhilderkar8003,"1:08:54

Just divide by 0.6 instead of 5.0",6,divide instead,Negative
@gyanigamerz0738,❤,1,redheart,Neutral
@GauravSingh-rb7hj,Amazing,0,amazing,Positive
@sakshimishra6450,DAY3 59:05,0,day,Neutral
@72_hoors_supplier,2:15:31,0,nan,Neutral
@72_hoors_supplier,1:53:03,0,nan,Neutral
@72_hoors_supplier,32:54,0,nan,Neutral
@sakshimishra6450,sir mera cout<<4+3; 47 print hoke  aara pta nhi kya problem h,0,sir mera cout print hoke aara pta nhi kya problem h,Neutral
@sakshimishra6450,"20:59
day1",0,day,Neutral
@mirgeshgupta709,Aa gaya sir,0,aa gaya sir,Neutral
@manishsaklani8601,Idk why but i feel this should be the original music video,0,idk feel original music video,Neutral
@Abhishek-qx9zg,Sir pls start a dynamic programming please 🙏🙏,0,sir pls start dynamic programming please foldedhands foldedhands,Neutral
@72_hoors_supplier,21:02,0,nan,Neutral
@72_hoors_supplier,27:53,1,nan,Neutral
@companymade3070,"Maja aa gya sir ji
Bahut Bahut Dhanyabad",0,maja aa gya sir ji dhanyabad,Neutral
@vintage_pages,Thank you sir❤,0,thank sir redheart,Positive
@Code535,sir ek doubt tha agar cout character by character dekhta hai to use \n ko ek sath kase dekha,0,sir ek doubt tha agar cout character character dekhta hai use n ko ek sath kase dekha,Neutral
@SomyaAgarwal-f2z,1:19:07,0,nan,Neutral
@Delllaptop-u6z,maja aa gya sir,0,maja aa gya sir,Neutral
@Lovethings_6065,Very nice explanation sir,0,nice explanation sir,Positive
@PulseDaily24,Thanks sir👍👍👍👍👍👍👍,0,thanks sir thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup,Positive
@kingdark6452,Great lurcher,0,great lurcher,Positive
@shikhagupta6569,Sir apki c Language ki video h,0,sir apki c language ki video h,Neutral
@shikhagupta6569,Good video,0,good video,Positive
@rocketr.4931,Kisi ne notes banaya hai kya mujhe thoda revision krna tha 🙏😅,1,kisi ne notes banaya hai kya mujhe thoda revision krna tha foldedhands grinningfacewithsweat,Neutral
@bantiprajapati9177,"raghav sir please please aap pura videos dalo please sir c++ ka please sir i requested
because sir urvi maam ka concept clear nahi hota hai please sir i have requested",0,raghav sir please please aap pura videos dalo please sir c ka please sir requested sir urvi maam ka concept clear nahi hota hai please sir requested,Neutral
@gamechanger45726,Can anyone tell me if it's enough to start DSA?,1,anyone tell enough start dsa,Neutral
@anilsainiAAI,"Excellent video, outstanding presentation and clarity on every single details",8,excellent video outstanding presentation clarity every single details,Positive
@sandipsargar04,Thanku sir ! amazing lecture...,0,thanku sir amazing lecture,Positive
@harshpathak8643,Sir best explanation❤❤,0,sir best explanation redheart redheart,Positive
@nk.ak7037,😀,1,grinningface,Neutral
@aryanabk694,"22:48
42:14
50:14
52:17
54:58
1:05:24",2,nan,Neutral
@Incredible2India,mast bhai mja aa gya,0,awesome bhai mja aa gya,Neutral
@yuvrajpathania692,"BEST AND MOST USEFUL VIDEO FOR THE BASIC OF C++. ( I am able to learn every basic of C++ ). 

THANKYOU SIR JI.",2,best useful video basic c able learn every basic c thankyou sir ji,Positive
@Ayush.158,very easy and understanding language. thanks sir ji,0,easy understanding language thanks sir ji,Positive
@Anjankumar-sb3lr,mAJA AYGYA  SIR JI,1,maja aygya sir ji,Neutral
@ashishbisht6857,Nice lecture ❤,0,nice lecture redheart,Positive
@khushnudiparween7303,Nice explanation ❤,0,nice explanation redheart,Positive
@ArshKhan-105,Maza agaya sir jiii,0,fun agaya sir jiii,Neutral
@skvlogs9695,bhai sach me maza aa gaya,0,bhai sach fun aa gaya,Neutral
@libraaquarius8856,Notes uploaded h ?,0,notes uploaded h,Neutral
@harshthakur6866,43,0,nan,Neutral
@AyeshasTechInsights123,bro u r genius ab ja k C++ clear hui hay Thanks a lot. Now I am ready for my exam.,0,bro u r genius ab ja k c clear hui hay thanks lot ready exam,Positive
@harshthakur6866,32,0,nan,Neutral
@ajinkyanaik8240,Where can i get notes of this lecture,0,get notes lecture,Neutral
@shaunakphatak9977,,1,nan,Neutral
@RahulKumarYadav-fv7ge,sab kuch  samajh me aagaya majja aagaya,0,sab kuch understand aagaya majja aagaya,Neutral
@anujain-uy6xw,Really good bro ..,0,really good bro,Positive
@siddhantgangavane1630,1.29,0,nan,Neutral
@Mr.Unknown0809,Sir iske baad kya padhna hoga,0,sir iske baad kya padhna hoga,Neutral
@snehaverma4260,"thank you so much sir 
i am trying to complete this from so much time ""
you are a very great tutor 
thanks alot",0,thank much sir trying complete much time great tutor thanks alot,Positive
@manishkundu3463,sahi main must tha class,0,sahi main must tha class,Neutral
@MSwoodKhanVlogging,𝚃𝚑𝚊𝚗𝚔 𝚢𝚘𝚞 𝚜𝚒𝚛 ❤,1,redheart,Neutral
@artistprudential,Thank you,0,thank,Neutral
@fuasteriskk,thanks for the great video sir but loops wasn't covered,0,thanks great video sir loops wasnt covered,Positive
@vishupersonal9346,Sir please provide pdf of this lacture in description,2,sir please provide pdf lacture description,Neutral
@afrozb5726,❤❤ Thanks sir!,1,redheart redheart thanks sir,Positive
@souravdash8441,Sir mazza aagaya kya explanation hai itna simply samjha diya,1,sir mazza aagaya kya explanation hai itna simply samjha diya,Neutral
@AdityaKumar-nl8bl,does anyone can tell me where to find the pdf of this lecture,1,anyone tell find pdf lecture,Neutral
@armstrongnayak4573,Special thanks for leet code,0,special thanks leet code,Neutral
@imyouraddicted3145,1:50:56 day one,2,day one,Neutral
@LukmanAli2136,Notes???? Kanha hai,0,notes kanha hai,Neutral
@AdityaKumar-nl8bl,is lecture ka pdf kaha h ?,0,lecture ka pdf kaha h,Neutral
@munishkumar7213,Thankyou so much sir. you are genius sir. bahut ache se smjh aaya .,0,thankyou much sir genius sir ache se smjh aaya,Positive
@saeeshkorgaonkar2534,"Basic full samaj aagaye , woh bhi scratch se chalu Kiya pehle kuch nahi aata tha...

Thank you sirji from basic c++",0,basic full samaj aagaye woh bhi scratch se chalu kiya pehle kuch nahi aata tha thank sirji basic c,Neutral
@AjayKumar-z6z3l,2:33:25 first day,1,first day,Neutral
@AsifAli-gi3rh,where are the notes? anyone please reply,0,notes anyone please reply,Neutral
@manojrathour4504,Sir mera program run nhi ho raha hai same apke jaise hi kiya,0,sir mera program run nhi ho raha hai apke jaise hi kiya,Neutral
@hacker.777,Really great teaching ❤😊,0,really great teaching redheart smilingfacewithsmilingeyes,Positive
@realhuman767,Sr we need lecture from you,0,sr need lecture,Neutral
@Manishyadav-fq3gq,maja aagya,0,maja aagya,Neutral
@iftikarhussain7312,thank you😊😊soooooooo much.,0,thank smilingfacewithsmilingeyes smilingfacewithsmilingeyes soooooooo much,Positive
@poory6154,1:03:30  ❤,0,redheart,Neutral
@halfflowfacts5753,maza aa gaya sir,0,fun aa gaya sir,Neutral
@utkarshthakur2054,"Bhaiya, Class 12 bhi aapse hi padha tha aur ab college mein bhi, bas subjects alag hain.",0,bhaiya class bhi aapse hi padha tha aur ab college mein bhi bas subjects alag hain,Neutral
@aaryanyadav3732,"🎉🎉 
Majaa aagya",0,partypopper partypopper majaa aagya,Neutral
@destroyer_2101,Dhanyawad,1,dhanyawad,Neutral
@msrishti2684,ONE SHOTS ----------- ki alag playlist bana dijiye sirrrrrrrrrr..................... HIGHLYYYYYY RECOMMENDEDDDDDDDDDDD,5,one shots ki alag playlist bana dijiye sirrrrrrrrrr highlyyyyyy recommendeddddddddddd,Positive
@raj_musix,4:05:00,0,nan,Neutral
@ADITYA-uj3cb,Maza aa gaya,1,fun aa gaya,Neutral
@adityapawar7908,maja aa gaya😃😃😃😃😃😃😃😃😃,0,maja aa gaya grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes,Neutral
@rishiprakash47,Sir can you share the pdf used here,1,sir share pdf used,Neutral
@NitinPandey-nv7df,Maja aa gaya,0,maja aa gaya,Neutral
@Udit2002,maja aagya,1,maja aagya,Neutral
@MonuSingh-ny7jj,way of teaching is enough to understand the concept of c++😍😍,0,way teaching enough understand concept c smilingfacewithhearteyes smilingfacewithhearteyes,Positive
@AdityaSingh-pw9hu,Maza aaygya,0,fun aaygya,Neutral
@AbhishekSingh-ns5xh,sir pls loops v karwa do plz plz plz .............,0,sir pls loops v karwa plz plz plz,Neutral
@AbhishekSingh-ns5xh,sir pls loops v padha doo,0,sir pls loops v padha doo,Neutral
@BeastFpsYt,"sir jab cout<<""a""; toh iska output toh erroe show kara tha?",0,sir jab couta toh iska output toh erroe show kara tha,Neutral
@manishrana5535,Sir next video lecture in C++ please,0,sir next video lecture c please,Neutral
@madhuparnani1200,Windows 7 me konsa compiler download kare c++ ke liye. Sir ?,0,windows konsa compiler download kare c ke liye sir,Neutral
@AntarikshRajkonwar,1:09:00 14/6/23,0,nan,Neutral
@geographymentor--3607,x,0,x,Neutral
@AashiqanaBeats,Sir nimcet ke liye koi course luyao plz,0,sir nimcet ke liye koi course luyao plz,Neutral
@omkar5392,"done ❤,all the basic will be strong . thank you sir",0,done redheart basic strong thank sir,Positive
@yt_abhishek07,3:01:41,1,nan,Neutral
@attitudemood405,"cout<<"" best teacher in the world ""<< endl;",1,cout best teacher world endl,Neutral
@jaypatel-iw8nz,Maja aa gya sir,0,maja aa gya sir,Neutral
@Nitinkhatri7,We want more video for c++ of raghav sir,0,want video c raghav sir,Neutral
@ashutoshyadav-185,mja aagya 😁,0,mja aagya beamingfacewithsmilingeyes,Positive
@vaishnavisahu12tha60,Sir i am really very very thankful to u 🙂🙃,0,sir really thankful u slightlysmilingface upsidedownface,Positive
@MohsinKhan-wv3ep,1:08:48 ye wala home work kisine kiya hai kya😅😅,2,ye wala home work kisine kiya hai kya grinningfacewithsweat grinningfacewithsweat,Neutral
@malaysrivastava1289,"Mohit Sharma college wallah p padhate bhi hain, aur bowling bhi karte hain",1,mohit sharma college wallah p padhate bhi hain aur bowling bhi karte hain,Neutral
@chulbulisahoo4421,Awesome ❤,0,awesome redheart,Positive
@radheradhe-s7s5g,❤️❤️❤️❤️❤️❤️❤️,1,redheart redheart redheart redheart redheart redheart redheart,Positive
@muhammadmuhtashim-y6c,let's go,0,lets go,Neutral
@yaspalrathor5809,I request you to make a one shot video on oop,0,request make one shot video oop,Neutral
@muhammadmuhtashim-y6c,thank you😀😀,0,thank grinningface grinningface,Neutral
@RahulKumar-ky4pf,mene revision ke liye ye video puri dekhi achhi h for beginners khafi achhe se explain kiya h appne,0,mene revision ke liye ye video puri dekhi achhi h beginners khafi achhe se explain kiya h appne,Neutral
@mdsubhan7913,"I learned basics of c ,c++ & java but same question solved these three lectures",1,learned basics c c java question solved three lectures,Neutral
@Sayan_94,All things are super duper clear ❤❤❤,0,things super duper clear redheart redheart redheart,Positive
@nadirhussainbhatti4080,Sir kindly also tell us where we can use c++ and how to deploy program meaning how convert in Apps or application because all are teaching c++ but no anyone is telling about deployment and how convert in Graphics user interface please 🙏,2,sir kindly also tell us use c deploy program meaning convert apps application teaching c anyone telling deployment convert graphics user interface please foldedhands,Neutral
@vinodiitbhu,Maja aa gya 😊.,0,maja aa gya smilingfacewithsmilingeyes,Positive
@nadirhussainbhatti4080,No dought great lecture,0,dought great lecture,Positive
@shubhamseth1226,Thanku sir you are legend 🫡🫡,0,thanku sir legend salutingface salutingface,Positive
@Creeper_Hisses,2x me dekha sb samjha (abhi aisa lg rha h c++ html jitna easy h),0,x dekha sb samjha abhi aisa lg rha h c html jitna easy h,Neutral
@unknowntech6772,Bahutttttt maja c++ Padh ke 😊,0,bahutttttt maja c padh ke smilingfacewithsmilingeyes,Neutral
@strickboytoxic8532,Next video upload kijiya,1,next video upload kijiya,Neutral
@arifyousuf,C++ another video ❤❤❤❤❤❤❤,0,c another video redheart redheart redheart redheart redheart redheart redheart,Positive
@arifyousuf,C++ another one,0,c another one,Neutral
@Rajveer__singhhhh,Maja aa gya sir,0,maja aa gya sir,Neutral
@Rajveer__singhhhh,We need a java tutorial please provide sir,0,need java tutorial please provide sir,Neutral
@kirankour8642,"All clear sir 👍 .  Learning the C++ for the first time , yet all things are clear ..... Thank you sir",37,clear sir thumbsup learning c first time yet things clear thank sir,Positive
@play_forge,46:11,1,nan,Neutral
@fxXahil,Sir please bring more videos,2,sir please bring videos,Neutral
@arifyousuf,C++ one more,0,c one,Neutral
@srb7122,Sir c ka bhi one shot,0,sir c ka bhi one shot,Neutral
@indian13070,"maza aa gaya sir , plz aaise or video baniiye plzz sir ji .......",1,fun aa gaya sir plz aaise video baniiye plzz sir ji,Neutral
@nababrata,Excellent lecture sir ✨,0,excellent lecture sir sparkles,Positive
@vshl.updhya,Sir C++ Oops pe video banao please 🛐🛐♥️,0,sir c oops pe video banao please placeofworship placeofworship heartsuit,Neutral
@DhruvDahiya77,I want jawa lecture sir please,0,want jawa lecture sir please,Neutral
